"","Station","Stratum","Stratum2","Year","Date","DateTime","Taxon","Genus","Species","AlgalType","Count","OrganismsPerMl"
"11091","D12","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 08:05:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",2,270.570148996641
"11092","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Coscinodiscus sp.","Coscinodiscus","sp.","Centric Diatom",1,153.32308443143
"11093","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Chlorella sp.","Chlorella","sp.","Green Alga",5,766.61542215715
"11094","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Chlorella cf. vulgaris","Chlorella","vulgaris","Green Alga",2,306.64616886286
"11095","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",2,306.64616886286
"11096","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",22,3373.10785749146
"11097","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"cf. Aphanocapsa sp.","Aphanocapsa","sp.","Cyanobacterium",5,766.61542215715
"11098","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",386,59182.710590532
"11099","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",2,306.64616886286
"11100","NZ032",NA,NA,2021,2021-03-10,2021-03-10 14:05:00,"cf. Synechococcus sp.","Synechococcus","sp.","Cyanobacterium",2,306.64616886286
"11101","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",1,56.7863275671963
"11102","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",4,227.145310268785
"11103","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",26,1476.4445167471
"11104","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",381,21635.5908031018
"11105","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"Merismopedia sp.","Merismopedia","sp.","Cyanobacterium",1,56.7863275671963
"11106","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",3,170.358982701589
"11107","P8","Southern Delta","South Delta",2021,2021-03-05,2021-03-05 11:00:00,"cf. Gymnodinium sp.","Gymnodinium","sp.","Dinoflagellate",1,56.7863275671963
"11108","D6",NA,NA,2021,2021-03-09,2021-03-09 11:35:00,"Navicula sp.","Navicula","sp.","Pennate Diatom",1,88.4556256335173
"11109","D6",NA,NA,2021,2021-03-09,2021-03-09 11:35:00,"Chlorella sp.","Chlorella","sp.","Green Alga",6,530.733753801104
"11110","D6",NA,NA,2021,2021-03-09,2021-03-09 11:35:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",3,265.366876900552
"11111","D6",NA,NA,2021,2021-03-09,2021-03-09 11:35:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",25,2211.39064083793
"11112","D6",NA,NA,2021,2021-03-09,2021-03-09 11:35:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",381,33701.5933663701
"11113","D6",NA,NA,2021,2021-03-09,2021-03-09 11:35:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,88.4556256335173
"11114","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,143.740391654466
"11115","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Crucigenia cf. crucifera","Crucigenia","crucifera","Green Alga",1,47.9134638848219
"11116","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Oocystis sp.","Oocystis","sp.","Green Alga",2,95.8269277696437
"11117","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Cryptomonas cf. erosa","Cryptomonas","erosa","Cryptophyte",6,287.480783308931
"11118","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",17,814.528886041972
"11119","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Rhodomonas sp.","Rhodomonas","sp.","Cryptophyte",3,143.740391654466
"11120","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",388,18590.4239873109
"11121","C9","Southern Delta","South Delta",2021,2021-03-03,2021-03-03 10:45:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",4,191.653855539287
"11122","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Achnanthidium sp.","Achnanthidium","sp.","Pennate Diatom",1,104.538466657793
"11123","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Actinocyclus sp.","Actinocyclus","sp.","Centric Diatom",2,209.076933315586
"11124","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",3,313.61539997338
"11125","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"cf. Gomphoneis sp.","Gomphoneis","sp.","Pennate Diatom",1,104.538466657793
"11126","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Navicula cf. gregaria","Navicula","gregaria","Pennate Diatom",2,209.076933315586
"11127","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Chlorella sp.","Chlorella","sp.","Green Alga",6,627.230799946759
"11128","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Cosmarium sp.","Cosmarium","sp.","Green Alga",1,104.538466657793
"11129","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Monoraphidium sp.","Monoraphidium","sp.","Green Alga",1,104.538466657793
"11130","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Oocystis sp.","Oocystis","sp.","Green Alga",7,731.769266604552
"11131","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",16,1672.61546652469
"11132","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Rhodomonas sp.","Rhodomonas","sp.","Cryptophyte",1,104.538466657793
"11133","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",376,39306.4634633302
"11134","C10A",NA,NA,2021,2021-03-03,2021-03-03 12:15:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,104.538466657793
"11135","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Gomphoneis minuta","Gomphoneis","minuta","Pennate Diatom",1,54.7582444397964
"11136","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Synedra cf. famelica","Synedra","famelica","Pennate Diatom",1,54.7582444397964
"11137","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Chlorella sp.","Chlorella","sp.","Green Alga",4,219.032977759186
"11138","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",29,1587.9890887541
"11139","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Cyanodictyon sp.","Cyanodictyon","sp.","Cyanobacterium",13,711.857177717353
"11140","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",378,20698.616398243
"11141","C3A","Upper Sacramento","Upper Sac",2021,2021-03-03,2021-03-03 08:45:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",3,164.274733319389
"11142","NZ325",NA,NA,2021,2021-03-11,2021-03-11 11:10:00,"Hemiselmis sp.","Hemiselmis","sp.","Cryptophyte",2,209.076933315586
"11143","NZ325",NA,NA,2021,2021-03-11,2021-03-11 11:10:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",29,3031.615533076
"11144","NZ325",NA,NA,2021,2021-03-11,2021-03-11 11:10:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",381,39829.1557966192
"11145","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Aulacoseira cf. granulata","Aulacoseira","granulata","Centric Diatom",2,114.992313323572
"11146","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",2,114.992313323572
"11147","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Coccomyxa sp.","Coccomyxa","sp.","Green Alga",1,57.4961566617862
"11148","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Ochromonas sp.","Ochromonas","sp.","Chrysophyte",1,57.4961566617862
"11149","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",32,1839.87701317716
"11150","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",383,22021.0280014641
"11151","NZ068","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 14:15:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",4,229.984626647145
"11152","NZS42",NA,NA,2021,2021-03-10,2021-03-10 13:10:00,"Tryblionella cf. acuminata","Tryblionella","acuminata","Pennate Diatom",1,176.911251267035
"11153","NZS42",NA,NA,2021,2021-03-10,2021-03-10 13:10:00,"Chlorella sp.","Chlorella","sp.","Green Alga",7,1238.37875886924
"11154","NZS42",NA,NA,2021,2021-03-10,2021-03-10 13:10:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",20,3538.22502534069
"11155","NZS42",NA,NA,2021,2021-03-10,2021-03-10 13:10:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",407,72002.8792656831
"11156","NZS42",NA,NA,2021,2021-03-10,2021-03-10 13:10:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,176.911251267035
"11157","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"Cocconeis sp.","Cocconeis","sp.","Pennate Diatom",1,143.740391654466
"11158","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,431.221174963397
"11159","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"cf. Tetrastrum sp.","Tetrastrum","sp.","Green Alga",4,574.961566617862
"11160","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"Hemiselmis sp.","Hemiselmis","sp.","Cryptophyte",4,574.961566617862
"11161","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",9,1293.66352489019
"11162","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",407,58502.3394033675
"11163","D4","Lower Sacramento","Lower Sac",2021,2021-03-08,2021-03-08 11:35:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",2,287.480783308931
"11164","D8",NA,NA,2021,2021-03-09,2021-03-09 11:15:00,"Chlorella sp.","Chlorella","sp.","Green Alga",8,1149.92313323572
"11165","D8",NA,NA,2021,2021-03-09,2021-03-09 11:15:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",1,143.740391654466
"11166","D8",NA,NA,2021,2021-03-09,2021-03-09 11:15:00,"Hemiselmis sp.","Hemiselmis","sp.","Cryptophyte",7,1006.18274158126
"11167","D8",NA,NA,2021,2021-03-09,2021-03-09 11:15:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",19,2731.06744143485
"11168","D8",NA,NA,2021,2021-03-09,2021-03-09 11:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",395,56777.4547035139
"11169","D8",NA,NA,2021,2021-03-09,2021-03-09 11:15:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,143.740391654466
"11170","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Chlorella sp.","Chlorella","sp.","Green Alga",5,221.139064083793
"11171","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",4,176.911251267035
"11172","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",16,707.645005068138
"11173","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Rhodomonas sp.","Rhodomonas","sp.","Cryptophyte",1,44.2278128167586
"11174","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",2,88.4556256335173
"11175","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",392,17337.3026241694
"11176","MD10A","Eastern Delta","East Delta",2021,2021-03-05,2021-03-05 09:40:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",2,88.4556256335173
"11177","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Amphora sp.","Amphora","sp.","Pennate Diatom",1,47.9134638848219
"11178","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Cocconeis sp.","Cocconeis","sp.","Pennate Diatom",2,95.8269277696437
"11179","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",2,95.8269277696437
"11180","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Navicula sp.","Navicula","sp.","Pennate Diatom",1,47.9134638848219
"11181","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Chlorella spp.","Chlorella","spp.","Green Alga",6,287.480783308931
"11182","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Oocystis sp.","Oocystis","sp.","Green Alga",2,95.8269277696437
"11183","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",3,143.740391654466
"11184","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Hemiselmis sp.","Hemiselmis","sp.","Cryptophyte",6,287.480783308931
"11185","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",12,574.961566617862
"11186","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Chroococcus sp.","Chroococcus","sp.","Cyanobacterium",2,95.8269277696437
"11187","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",377,18063.3758845778
"11188","D28A","Old and Middle river","OMR",2021,2021-03-04,2021-03-04 11:20:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",6,287.480783308931
"11189","D10",NA,NA,2021,2021-03-09,2021-03-09 12:00:00,"Entomoneis paludosa","Entomoneis","paludosa","Pennate Diatom",3,1352.19081779053
"11190","D10",NA,NA,2021,2021-03-09,2021-03-09 12:00:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",418,188405.253945481
"11191","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Achnanthidium sp.","Achnanthidium","sp.","Pennate Diatom",1,90.190049665547
"11192","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Cocconeis cf. placentula","Cocconeis","placentula","Pennate Diatom",2,180.380099331094
"11193","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",1,90.190049665547
"11194","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,270.570148996641
"11195","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",1,90.190049665547
"11196","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",13,1172.47064565211
"11197","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",396,35715.2596675566
"11198","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Eucapsis sp.","Eucapsis","sp.","Cyanobacterium",2,180.380099331094
"11199","D16","Lower San Joaquin","Lower SJ",2021,2021-03-04,2021-03-04 09:40:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,90.190049665547
"11200","D41A",NA,NA,2021,2021-03-11,2021-03-11 09:45:00,"Cyclotella sp.","Cyclotella","sp.","Centric Diatom",1,250.405706998246
"11201","D41A",NA,NA,2021,2021-03-11,2021-03-11 09:45:00,"Gyrosigma sp.","Gyrosigma","sp.","Pennate Diatom",1,250.405706998246
"11202","D41A",NA,NA,2021,2021-03-11,2021-03-11 09:45:00,"Nitzschia sp.","Nitzschia","sp.","Pennate Diatom",1,250.405706998246
"11203","D41A",NA,NA,2021,2021-03-11,2021-03-11 09:45:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",403,100913.499920293
"11204","NZ004",NA,NA,2021,2021-03-11,2021-03-11 12:15:00,"Nitzschia ligowski","Nitzschia","ligowski","Pennate Diatom",1,125.202853499123
"11205","NZ004",NA,NA,2021,2021-03-11,2021-03-11 12:15:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",411,51458.3727881396
"11206","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Chlorella sp.","Chlorella","sp.","Green Alga",5,442.278128167586
"11207","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Ochromonas sp.","Ochromonas","sp.","Chrysophyte",1,88.4556256335173
"11208","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",5,442.278128167586
"11209","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",3,265.366876900552
"11210","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",387,34232.3271201712
"11211","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Merismopedia sp.","Merismopedia","sp.","Cyanobacterium",2,176.911251267035
"11212","D19","Franks Tract","Franks",2021,2021-03-04,2021-03-04 10:35:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",3,265.366876900552
"11213","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Achnanthidium sp.","Achnanthidium","sp.","Pennate Diatom",1,58.9704170890115
"11214","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",1,58.9704170890115
"11215","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,176.911251267035
"11216","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Tetrastrum cf. glabrum","Tetrastrum","glabrum","Green Alga",4,235.881668356046
"11217","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",1,58.9704170890115
"11218","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",390,22998.4626647145
"11219","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,58.9704170890115
"11220","D19","Franks Tract","Franks",2021,2021-05-04,2021-05-04 12:50:00,"cf. Lepocinclis sp.","Lepocinclis","sp.","Euglenoid",1,58.9704170890115
"11221","C3A","Upper Sacramento","Upper Sac",2021,2021-05-03,2021-05-03 08:00:00,"Achnanthidium sp.","Achnanthidium","sp.","Pennate Diatom",1,40.3481801135342
"11222","C3A","Upper Sacramento","Upper Sac",2021,2021-05-03,2021-05-03 08:00:00,"Chlorella sp.","Chlorella","sp.","Green Alga",2,80.6963602270684
"11223","C3A","Upper Sacramento","Upper Sac",2021,2021-05-03,2021-05-03 08:00:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",5,201.740900567671
"11224","C3A","Upper Sacramento","Upper Sac",2021,2021-05-03,2021-05-03 08:00:00,"Chroococcus cf. minutus","Chroococcus","minutus","Cyanobacterium",18,726.267242043616
"11225","C3A","Upper Sacramento","Upper Sac",2021,2021-05-03,2021-05-03 08:00:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",398,16058.5756851866
"11226","C3A","Upper Sacramento","Upper Sac",2021,2021-05-03,2021-05-03 08:00:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",2,80.6963602270684
"11227","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Cocconeis placentula","Cocconeis","placentula","Pennate Diatom",1,54.7582444397964
"11228","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"cf. Navicula sp.","Navicula","sp.","Pennate Diatom",1,54.7582444397964
"11229","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,164.274733319389
"11230","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Monoraphidium sp.","Monoraphidium","sp.","Green Alga",1,54.7582444397964
"11231","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",1,54.7582444397964
"11232","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica","Cryptophyte",4,219.032977759186
"11233","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",444,24312.6605312696
"11234","D28A","Old and Middle river","OMR",2021,2021-05-04,2021-05-04 13:30:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,54.7582444397964
"11235","NZ068","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 15:00:00,"Cyclotella cf. meneghiniana","Cyclotella","meneghiniana","Centric Diatom",1,88.4556256335173
"11236","NZ068","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 15:00:00,"Lindavia cf. comta","Lindavia","comta","Centric Diatom",1,88.4556256335173
"11237","NZ068","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 15:00:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",3,265.366876900552
"11238","NZ068","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 15:00:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",398,35205.3390021399
"11239","NZ068","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 15:00:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,88.4556256335173
"11240","NZ032",NA,NA,2021,2021-05-10,2021-05-10 15:50:00,"Chlorella sp.","Chlorella","sp.","Green Alga",3,530.733753801104
"11241","NZ032",NA,NA,2021,2021-05-10,2021-05-10 15:50:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",2,353.822502534069
"11242","NZ032",NA,NA,2021,2021-05-10,2021-05-10 15:50:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",418,73948.9030296205
"11243","NZ032",NA,NA,2021,2021-05-10,2021-05-10 15:50:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,176.911251267035
"11244","D4","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 12:00:00,"Chlorella sp.","Chlorella","sp.","Green Alga",2,383.307711078575
"11245","D4","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 12:00:00,"Oocystis sp.","Oocystis","sp.","Green Alga",2,383.307711078575
"11246","D4","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 12:00:00,"Cryptomonas sp.","Cryptomonas","sp.","Cryptophyte",1,191.653855539287
"11247","D4","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 12:00:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",1,191.653855539287
"11248","D4","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 12:00:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",401,76853.1960712543
"11249","D4","Lower Sacramento","Lower Sac",2021,2021-05-06,2021-05-06 12:00:00,"Planktolyngbya sp.","Planktolyngbya","sp.","Cyanobacterium",1,191.653855539287
"11250","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"cf. Cyclotella sp.","Cyclotella","sp.","Centric Diatom",2,164.274733319389
"11251","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Chlorella sp.","Chlorella","sp.","Green Alga",5,410.686833298473
"11252","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Coccomyxa sp.","Coccomyxa","sp.","Green Alga",1,82.1373666596946
"11253","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Tetrastrum cf. glabrum","Tetrastrum","glabrum","Green Alga",7,574.961566617862
"11254","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Hemiselmis sp.","Hemiselmis","sp.","Cryptophyte",1,82.1373666596946
"11255","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Plagioselmis sp.","Plagioselmis","sp.","Cryptophyte",1,82.1373666596946
"11256","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Eucapsis microscopica","Eucapsis","microscopica","Cyanobacterium",389,31951.4356306212
"11257","D41",NA,NA,2021,2021-05-11,2021-05-11 12:35:00,"Snowella sp.","Snowella","sp.","Cyanobacterium",2,164.274733319389
"11258","NZ325",NA,NA,2021,2021-05-11,2021-05-11 13:20:00,"Actinocyclus cf. normanii","Actinocyclus","normanii","Centric Diatom",1,73.0109925863952
